"Institution","Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","City","State","Zip","url","Type","Retention"
"Our Lady of the Lake University",0.604,0.667,0.718,"San Antonio","TX","78207-4689","www.ollusa.edu","FullTime",0.6103
"The University of Texas Rio Grande Valley",0.556,0.652,0.703,"Edinburg","TX","78539-2999","www.utrgv.edu","FullTime",0.7923
"Paul Quinn College",0.431,0.5,0.487,"Dallas","TX","75241","www.pqc.edu","FullTime",0.6214
"Prairie View A & M University",0.535,0.602,0.637,"Prairie View","TX","77446","www.pvamu.edu","FullTime",0.7084
"Saint Edward's University",0.675,0.737,0.785,"Austin","TX","78704-6489","https://www.stedwards.edu","FullTime",0.7984
"University of St Thomas",0.689,0.701,0.781,"Houston","TX","77006-4696","https://www.stthom.edu","FullTime",0.8493
"Sam Houston State University",0.691,0.76,0.777,"Huntsville","TX","77340","www.shsu.edu/","FullTime",0.7679
"St. Mary's University",0.67,0.735,0.812,"San Antonio","TX","78228","www.stmarytx.edu/","FullTime",0.7321
"Southern Methodist University",0.81,0.805,0.822,"Dallas","TX","75275-0221","www.smu.edu","FullTime",0.9099
"Southwestern Assemblies of God University",0.522,0.574,0.627,"Waxahachie","TX","75165","www.sagu.edu","FullTime",0.7165
"Stephen F Austin State University",0.641,0.71,0.75,"Nacogdoches","TX","75961","www.sfasu.edu","FullTime",0.7161
"Texas State University",0.69,0.759,0.789,"San Marcos","TX","78666","www.txstate.edu","FullTime",0.777
"Sul Ross State University",0.563,0.65,0.661,"Alpine","TX","79832","www.sulross.edu","FullTime",0.5776
"Tarleton State University",0.661,0.726,0.763,"Stephenville","TX","76401-0000","www.tarleton.edu","FullTime",0.6716
"Texas A & M University-Kingsville",0.631,0.689,0.719,"Kingsville","TX","78363","WWW.TAMUK.EDU","FullTime",0.6806
"Texas A & M University-College Station",0.806,0.844,0.856,"College Station","TX","77843-1248","www.tamu.edu","FullTime",0.9166
"The University of Texas at Arlington",0.721,0.76,0.792,"Arlington","TX","76013","WWW.UTA.EDU","FullTime",0.7083
"The University of Texas at Austin",0.768,0.813,0.854,"Austin","TX","78712","www.utexas.edu","FullTime",0.9455
"The University of Texas at Dallas",0.744,0.782,0.831,"Richardson","TX","75080-3021","www.utdallas.edu","FullTime",0.8757
"The University of Texas at El Paso",0.546,0.632,0.683,"El Paso","TX","79968-0691","www.utep.edu","FullTime",0.7392
"The University of Texas at Tyler",0.712,0.75,0.767,"Tyler","TX","75799-6699","www.uttyler.edu/","FullTime",0.6356
"Texas Christian University",0.768,0.814,0.817,"Fort Worth","TX","76129","www.tcu.edu/","FullTime",0.9057
"The University of Texas of the Permian Basin",0.707,0.76,0.791,"Odessa","TX","79762-0001","www.utpb.edu","FullTime",0.6568
"The University of Texas at San Antonio",0.66,0.731,0.769,"San Antonio","TX","78249-1644","www.utsa.edu/","FullTime",0.7359
"Texas Southern University",0.431,0.524,0.567,"Houston","TX","77004","www.tsu.edu","FullTime",0.5742
"Texas Tech University",0.747,0.804,0.822,"Lubbock","TX","79409-5005","www.ttu.edu","FullTime",0.8415
"Texas Woman's University",0.712,0.751,0.749,"Denton","TX","76204","www.twu.edu","FullTime",0.777
"Wayland Baptist University",0.703,0.712,0.744,"Plainview","TX","79072","www.wbu.edu","FullTime",0.4241
"West Texas A & M University",0.657,0.702,0.751,"Canyon","TX","79016-0001","www.wtamu.edu","FullTime",0.6396
"Wiley College",0.384,0.454,0.464,"Marshall","TX","75670","wileyc.edu","FullTime",0.559
"Brigham Young University-Provo",0.669,0.72,0.765,"Provo","UT","84602","www.byu.edu","FullTime",0.9003
"Brigham Young University-Hawaii",0.516,0.6,0.673,"Laie","HI","96762-1294","www.byuh.edu/","FullTime",0.6159
"Dixie State University",0.515,0.543,0.62,"Saint George","UT","84770-3876","dixie.edu/","FullTime",0.5593
"Eagle Gate College-Murray",0.417,0.441,0.528,"Murray","UT","84123-6965","EAGLEGATECOLLEGE.EDU","FullTime",0.6154
"Snow College",0.441,0.509,0.555,"Ephraim","UT","84627","https://www.snow.edu","FullTime",0.6429
"Southern Utah University",0.545,0.61,0.655,"Cedar City","UT","84720","https://www.suu.edu/","FullTime",0.7109
"Utah State University",0.606,0.67,0.698,"Logan","UT","84322-1400","www.usu.edu","FullTime",0.6891
"Utah Valley University",0.611,0.66,0.696,"Orem","UT","84058-5999","www.uvu.edu","FullTime",0.656
"University of Utah",0.706,0.758,0.776,"Salt Lake City","UT","84112-9008","www.utah.edu","FullTime",0.9048
"Weber State University",0.64,0.695,0.714,"Ogden","UT","84408-1031","www.weber.edu","FullTime",0.6452
"Westminster College",0.678,0.791,0.791,"Salt Lake City","UT","84105","www.westminstercollege.edu","FullTime",0.8048
"Bennington College",0.423,0.52,0.524,"Bennington","VT","05201-6003","www.bennington.edu","FullTime",0.7806
"Castleton University",0.611,0.677,0.706,"Castleton","VT","05735","www.castleton.edu","FullTime",0.6982
"Champlain College",0.689,0.785,0.766,"Burlington","VT","05401","www.champlain.edu","FullTime",0.7877
"Northern Vermont University",0.501,0.563,0.617,"Johnson","VT","05656-9464","www.northernvermont.edu","FullTime",0.6364
"Lyndon State College",0.531,0.596,0.63,"Lyndonville","VT","05851-0919","WWW.LYNDONSTATE.EDU","FullTime",0.6288
"Norwich University",0.745,0.792,0.84,"Northfield","VT","05663-1035","www.norwich.edu/","FullTime",0.793
"Saint Michael's College",0.751,0.794,0.82,"Colchester","VT","05439","www.smcvt.edu","FullTime",0.8253
"College of St Joseph",0.482,0.634,0.667,"Rutland","VT","05701-3899","www.csj.edu","FullTime",0.5192
"Vermont Technical College",0.748,0.778,0.748,"Randolph","VT","05061","www.vtc.edu/","FullTime",0.6636
"University of Vermont",0.677,0.756,0.782,"Burlington","VT","05405-0160","www.uvm.edu","FullTime",0.8631
"College of William and Mary",0.735,0.837,0.871,"Williamsburg","VA","23187-8795","www.wm.edu","FullTime",0.9494
"Regent University",0.553,0.625,0.73,"Virginia Beach","VA","23464","www.regent.edu","FullTime",0.779
"Jefferson College of Health Sciences",0.786,0.826,0.805,"Roanoke","VA","24013","www.jchs.edu","FullTime",0.675
"Eastern Mennonite University",0.65,0.675,0.707,"Harrisonburg","VA","22802-2462","https://emu.edu","FullTime",0.7928
"George Mason University",0.746,0.803,0.823,"Fairfax","VA","22030-4444","https://www2.gmu.edu/","FullTime",0.8783
"Hampton University",0.614,0.698,0.737,"Hampton","VA","23668-0099","www.hamptonu.edu","FullTime",0.7751
"James Madison University",0.768,0.818,0.855,"Harrisonburg","VA","22807","www.jmu.edu/","FullTime",0.9027
"Liberty University",0.576,0.622,0.641,"Lynchburg","VA","24515","www.liberty.edu","FullTime",0.8391
"Longwood University",0.676,0.727,0.768,"Farmville","VA","23909","www.longwood.edu","FullTime",0.8069
"Mary Baldwin University",0.532,0.622,0.696,"Staunton","VA","24401","https://www.marybaldwin.edu","FullTime",0.646
"University of Mary Washington",0.684,0.797,0.815,"Fredericksburg","VA","22401-5300","www.umw.edu","FullTime",0.8374
"Marymount University",0.728,0.779,0.808,"Arlington","VA","22207-4299","https://www.marymount.edu","FullTime",0.7836
"Old Dominion University",0.65,0.726,0.775,"Norfolk","VA","23529","www.odu.edu","FullTime",0.7966
"Radford University",0.686,0.735,0.782,"Radford","VA","24142","https://www.radford.edu","FullTime",0.757
"University of Richmond",0.797,0.84,0.909,"University of Richmond","VA","23173","www.richmond.edu","FullTime",0.9301
"Shenandoah University",0.637,0.694,0.748,"Winchester","VA","22601-5195","www.su.edu","FullTime",0.8066
"Southern Virginia University",0.444,0.537,0.598,"Buena Vista","VA","24416","www.svu.edu","FullTime",0.8103
"Strayer University-Virginia",0.59,0.679,0.744,"Arlington","VA","22201","www.strayer.edu/virginia/arlington","FullTime",0.4839
"The University of Virginia's College at Wise",0.503,0.646,0.72,"Wise","VA","24293-4400","https://www.uvawise.edu/","FullTime",0.6545
"Virginia Polytechnic Institute and State University",0.792,0.849,0.868,"Blacksburg","VA","24061-0131","WWW.VT.EDU","FullTime",0.9304
"Virginia Commonwealth University",0.629,0.701,0.751,"Richmond","VA","23284-2512","https://www.vcu.edu/","FullTime",0.8278
"University of Virginia-Main Campus",0.786,0.834,0.876,"Charlottesville","VA","22903-2628","www.virginia.edu","FullTime",0.965
"Virginia Union University",0.361,0.543,0.6,"Richmond","VA","23220","www.vuu.edu","FullTime",0.5233
"The Art Institute of Seattle",0.52,0.583,0.624,"Seattle","WA","98121-1622","www.artinstitutes.edu/seattle","FullTime",0.2667
"Central Washington University",0.673,0.742,0.777,"Ellensburg","WA","98926-7501","www.cwu.edu","FullTime",0.7257
"Eastern Washington University",0.637,0.716,0.737,"Cheney","WA","99004-2496","www.ewu.edu","FullTime",0.7618
"The Evergreen State College",0.44,0.536,0.588,"Olympia","WA","98505-0001","www.evergreen.edu","FullTime",0.6093
"Gonzaga University",0.774,0.824,0.861,"Spokane","WA","99258-0001","https://www.gonzaga.edu","FullTime",0.9409
"Heritage University",0.55,0.645,0.619,"Toppenish","WA","98948","www.heritage.edu","FullTime",0.7593
"Northwest University",0.641,0.66,0.665,"Kirkland","WA","98083-0579","www.northwestu.edu","FullTime",0.797
"Saint Martin's University",0.7,0.773,0.78,"Lacey","WA","98503-7500","https://www.stmartin.edu","FullTime",0.7637
"Seattle Pacific University",0.681,0.746,0.782,"Seattle","WA","98119-1997","www.spu.edu","FullTime",0.7936
"Seattle University",0.756,0.809,0.829,"Seattle","WA","98122-4340","www.seattleu.edu","FullTime",0.8436
"Walla Walla University",0.685,0.684,0.733,"College Place","WA","99324-1198","www.wallawalla.edu","FullTime",0.8601
"Washington State University",0.728,0.779,0.802,"Pullman","WA","99164-5910","wsu.edu/","FullTime",0.8085
"University of Washington-Seattle Campus",0.755,0.801,0.832,"Seattle","WA","98195-4550","www.washington.edu","FullTime",0.9436
"Western Washington University",0.647,0.714,0.768,"Bellingham","WA","98225-9008","www.wwu.edu","FullTime",0.8118
"Whitworth University",0.631,0.723,0.75,"Spokane","WA","99251","www.whitworth.edu","FullTime",0.8514
"Bluefield State College",0.455,0.504,0.468,"Bluefield","WV","24701","www.bluefieldstate.edu","FullTime",0.6535
"University of Charleston",0.598,0.665,0.741,"Charleston","WV","25304","www.ucwv.edu","FullTime",0.5926
"Concord University",0.491,0.538,0.606,"Athens","WV","24712","www.concord.edu","FullTime",0.6397
"Fairmont State University",0.451,0.542,0.597,"Fairmont","WV","26554-2470","https://www.fairmontstate.edu/","FullTime",0.6519
"Glenville State College",0.418,0.52,0.593,"Glenville","WV","26351-1292","www.glenville.edu","FullTime",0.6534
"Marshall University",0.508,0.602,0.632,"Huntington","WV","25755","www.marshall.edu/","FullTime",0.7173
"Ohio Valley University",0.491,0.537,0.672,"Vienna","WV","26105-8000","https://www.ovu.edu","FullTime",0.6204
"Potomac State College of West Virginia University",0.615,0.704,0.758,"Keyser","WV","26726","www.potomacstatecollege.edu","FullTime",0.4607
"Shepherd University",0.588,0.664,0.687,"Shepherdstown","WV","25443","www.shepherd.edu/","FullTime",0.6494
"West Virginia State University",0.447,0.481,0.532,"Institute","WV","25112-1000","www.wvstateu.edu","FullTime",0.5927
"West Liberty University",0.494,0.615,0.645,"West Liberty","WV","26074","www.westliberty.edu/","FullTime",0.712
"West Virginia University Institute of Technology",0.615,0.704,0.758,"Beckley","WV","25801","www.wvutech.edu","FullTime",0.6254
"West Virginia University",0.615,0.704,0.758,"Morgantown","WV","26506","www.wvu.edu","FullTime",0.7956
"Alverno College",0.651,0.697,0.693,"Milwaukee","WI","53234-3922","https://www.alverno.edu","FullTime",0.7099
"Cardinal Stritch University",0.731,0.798,0.79,"Milwaukee","WI","53217-3985","www.stritch.edu","FullTime",0.7683
"Carroll University",0.732,0.766,0.782,"Waukesha","WI","53186","www.carrollu.edu","FullTime",0.7931
"Carthage College",0.684,0.759,0.765,"Kenosha","WI","53140-1994","www.carthage.edu","FullTime",0.7756
"Concordia University-Wisconsin",0.691,0.741,0.743,"Mequon","WI","53097-2402","https://www.cuw.edu","FullTime",0.8174
"Lakeland University",0.689,0.702,0.745,"Plymouth","WI","53073","www.lakeland.edu","FullTime",0.7031
"Maranatha Baptist University",0.537,0.614,0.57,"Watertown","WI","53094","www.mbu.edu","FullTime",0.6667
"Marquette University",0.834,0.87,0.888,"Milwaukee","WI","53233","www.marquette.edu","FullTime",0.8926
"Milwaukee School of Engineering",0.886,0.909,0.904,"Milwaukee","WI","53202-3109","www.msoe.edu","FullTime",0.8473
"Saint Norbert College",0.737,0.804,0.824,"De Pere","WI","54115-2099","www.snc.edu","FullTime",0.8268
"Bryant & Stratton College-Milwaukee",0.342,0.404,0.419,"Milwaukee","WI","53203-2608","https://www.bryantstratton.edu","FullTime",0.5
"University of Wisconsin-Whitewater",0.688,0.733,0.772,"Whitewater","WI","53190-1790","www.uww.edu","FullTime",0.7817
